		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000000011  268  281  249  278  247  253  260  279 12.546982 0.128416 SUCCESS   1
000000101  237  252  244  248  269  246  255  250  2.544622 0.959618 SUCCESS   2
000000111  255  278  244  275  263  262  224  247 10.217253 0.250108 SUCCESS   3
000001001  251  226  220  259  245  254  259  260  7.361172 0.498213 SUCCESS   4
000001011  244  251  260  257  280  225  247  234  8.175200 0.416546 SUCCESS   5
000001101  264  261  231  258  281  251  247  272  9.098222 0.334078 SUCCESS   6
000001111  260  273  240  263  261  256  253  266  5.470651 0.706289 SUCCESS   7
000010001  248  258  276  270  248  251  255  232  6.202707 0.624537 SUCCESS   8
000010011  256  232  222  237  268  269  257  269  9.964097 0.267555 SUCCESS   9
000010101  249  278  262  250  236  211  242  255 11.313527 0.184559 SUCCESS  10
000010111  263  230  250  237  263  231  251  232  6.585285 0.581964 SUCCESS  11
000011001  249  227  267  258  254  250  253  263  4.458675 0.813553 SUCCESS  12
000011011  281  251  242  235  298  256  236  251 15.678844 0.047214 SUCCESS  13
000011101  248  255  264  249  272  257  261  271  5.475434 0.705760 SUCCESS  14
000011111  261  289  247  234  240  252  241  245  8.759992 0.362946 SUCCESS  15
000100011  263  243  237  286  270  241  244  256  9.256347 0.321135 SUCCESS  16
000100101  240  245  238  246  226  263  252  243  4.474707 0.811958 SUCCESS  17
000100111  265  253  212  249  253  282  254  268 12.631927 0.125157 SUCCESS  18
000101001  234  250  255  250  255  243  266  248  2.544622 0.959618 SUCCESS  19
000101011  234  264  242  244  243  222  258  237  6.687038 0.570744 SUCCESS  20
000101101  238  235  241  259  235  280  248  239  7.365438 0.497766 SUCCESS  21
000101111  249  251  240  235  246  234  252  216  7.267693 0.508045 SUCCESS  22
000110011  261  245  238  243  234  234  246  263  4.281673 0.830858 SUCCESS  23
000110101  244  221  268  273  242  261  233  279 12.601026 0.126334 SUCCESS  24
000110111  259  260  243  245  267  245  214  270  9.371547 0.311928 SUCCESS  25
000111001  231  252  275  258  223  283  262  235 13.411693 0.098448 SUCCESS  26
000111011  278  254  251  252  266  251  246  296 13.226933 0.104276 SUCCESS  27
000111101  253  235  246  247  275  235  246  259  4.989164 0.758734 SUCCESS  28
000111111  247  266  257  247  207  258  265  247 10.218545 0.250021 SUCCESS  29
001000011  234  260  270  237  248  231  242  257  5.802028 0.669397 SUCCESS  30
001000101  256  265  242  256  249  257  278  221  8.426804 0.392927 SUCCESS  31
001000111  252  247  234  285  260  268  239  238  9.034869 0.339363 SUCCESS  32
001001011  258  239  243  256  236  270  262  230  5.832929 0.665940 SUCCESS  33
001001101  265  241  256  244  261  243  254  274  4.721527 0.786883 SUCCESS  34
001001111  253  254  238  227  245  285  254  255  8.230667 0.411269 SUCCESS  35
001010011  232  255  252  266  248  212  261  253  9.045729 0.338453 SUCCESS  36
001010101  269  279  261  244  238  250  234  263  7.981778 0.435252 SUCCESS  37
001010111  220  267  263  248  234  251  255  239  7.299499 0.504691 SUCCESS  38
001011011  252  210  244  247  239  264  243  242  8.593980 0.377695 SUCCESS  39
001011101  286  250  230  248  256  267  268  234 10.782909 0.214306 SUCCESS  40
001011111  250  254  274  211  249  229  242  239 11.329689 0.183709 SUCCESS  41
001100101  257  235  247  266  255  247  273  280  8.290788 0.405593 SUCCESS  42
001100111  253  263  266  245  230  233  259  239  5.583911 0.693727 SUCCESS  43
001101011  248  262  242  232  236  285  253  238  8.729349 0.365640 SUCCESS  44
001101101  249  217  277  281  275  243  241  236 15.439006 0.051151 SUCCESS  45
001101111  251  237  243  246  227  237  230  259  5.841204 0.665014 SUCCESS  46
001110101  239  248  215  244  242  267  258  238  8.049139 0.428685 SUCCESS  47
001110111  287  244  267  242  252  233  239  282 13.229002 0.104210 SUCCESS  48
001111011  279  258  233  258  261  243  254  249  5.983038 0.649132 SUCCESS  49
001111101  260  236  261  230  246  241  246  240  4.256331 0.833287 SUCCESS  50
001111111  252  245  245  255  229  259  237  273  5.373810 0.716977 SUCCESS  51
010000011  261  241  245  270  262  248  263  250  3.910861 0.865075 SUCCESS  52
010000111  229  285  264  238  241  252  232  272 11.995935 0.151385 SUCCESS  53
010001011  236  273  230  278  250  266  248  229 10.799846 0.213300 SUCCESS  54
010001111  253  246  245  262  230  273  266  235  6.637648 0.576183 SUCCESS  55
010010011  243  275  276  253  251  227  261  259  8.657075 0.372045 SUCCESS  56
010010111  253  261  258  229  245  252  256  227  5.082384 0.748736 SUCCESS  57
010011011  239  261  259  258  232  205  229  272 15.141115 0.056459 SUCCESS  58
010011111  246  246  254  240  254  258  253  235  1.909665 0.983657 SUCCESS  59
010100011  267  248  243  238  235  234  270  259  5.990149 0.648335 SUCCESS  60
010100111  242  251  254  265  228  246  241  257  3.870521 0.868612 SUCCESS  61
010101011  255  270  257  253  248  257  226  267  5.800735 0.669541 SUCCESS  62
010101111  241  267  240  245  237  245  261  246  3.415152 0.905674 SUCCESS  63
010110011  248  254  275  254  229  253  274  238  7.578772 0.475659 SUCCESS  64
010110111  231  230  257  229  268  263  245  233  8.509034 0.385388 SUCCESS  65
010111011  233  257  259  244  249  240  248  233  3.507855 0.898579 SUCCESS  66
010111111  251  257  244  213  250  246  271  238  8.502570 0.385977 SUCCESS  67
011000111  245  233  234  251  235  243  241  243  4.024251 0.854929 SUCCESS  68
011001111  252  253  251  244  243  218  265  234  6.631184 0.576896 SUCCESS  69
011010111  256  263  236  265  269  267  251  222  8.530885 0.383400 SUCCESS  70
011011111  240  222  247  237  239  267  231  269  9.071200 0.336325 SUCCESS  71
011101111  258  237  265  247  247  241  258  249  2.573713 0.958205 SUCCESS  72
011111111  237  253  243  258  265  251  238  264  3.546901 0.895519 SUCCESS  73
100000000  243  265  250  256  254  251  251  268  2.702489 0.951620 SUCCESS  74
100010000  266  260  257  265  245  253  247  233  3.983523 0.858607 SUCCESS  75
100100000  233  259  243  264  273  237  234  259  6.826933 0.555415 SUCCESS  76
100101000  268  241  257  280  238  239  252  259  7.054489 0.530765 SUCCESS  77
100110000  279  220  251  239  282  268  252  264 14.119701 0.078698 SUCCESS  78
100111000  256  250  232  241  251  256  254  249  2.046586 0.979550 SUCCESS  79
101000000  247  234  244  270  243  245  280  265  7.864638 0.446803 SUCCESS  80
101000100  305  257  255  237  235  270  249  255 16.222521 0.039304 SUCCESS  81
101001000  226  234  266  271  266  257  240  246  8.068663 0.426792 SUCCESS  82
101001100  254  229  250  261  267  257  257  253  4.033430 0.854095 SUCCESS  83
101010000  258  225  246  264  248  255  237  254  4.611499 0.798177 SUCCESS  84
101010100  265  252  273  257  248  264  241  242  4.771693 0.781676 SUCCESS  85
101011000  228  242  251  255  255  268  251  231  5.314077 0.723540 SUCCESS  86
101011100  230  247  247  255  248  249  278  261  5.599814 0.691958 SUCCESS  87
101100000  243  241  258  232  247  265  282  239  7.849511 0.448307 SUCCESS  88
101100100  266  261  266  226  249  233  261  257  6.907741 0.546619 SUCCESS  89
101101000  281  252  228  279  235  286  254  242 16.105899 0.040889 SUCCESS  90
101101100  256  241  242  236  245  246  261  256  2.376800 0.967229 SUCCESS  91
101110000  253  255  238  230  272  223  251  235  8.339531 0.401026 SUCCESS  92
101110100  278  263  231  240  223  236  252  243  9.892210 0.272673 SUCCESS  93
101111000  252  238  261  258  240  270  239  256  4.097818 0.848192 SUCCESS  94
101111100  238  239  265  240  245  262  239  263  4.338949 0.825321 SUCCESS  95
110000000  277  263  240  239  251  268  249  256  6.133018 0.632335 SUCCESS  96
110000010  243  264  248  257  243  233  262  235  4.156129 0.842769 SUCCESS  97
110000100  247  260  251  225  273  264  247  238  6.674238 0.572152 SUCCESS  98
110001000  259  256  205  263  252  243  266  254 10.905867 0.207090 SUCCESS  99
110001010  216  255  241  251  250  224  239  230 10.165794 0.253582 SUCCESS 100
110010000  229  281  276  235  230  229  244  257 13.357131 0.100138 SUCCESS 101
110010010  249  253  247  265  266  240  250  256  2.634739 0.955152 SUCCESS 102
110010100  243  234  258  278  234  230  250  257  7.685180 0.464811 SUCCESS 103
110011000  294  226  244  228  261  243  276  253 16.085212 0.041177 SUCCESS 104
110011010  247  242  253  256  241  238  262  246  2.079168 0.978488 SUCCESS 105
110100000  257  240  251  282  228  247  275  260  9.901778 0.271988 SUCCESS 106
110100010  272  274  227  240  244  264  250  249  7.954626 0.437915 SUCCESS 107
110100100  232  243  263  276  253  237  217  255 10.381713 0.239250 SUCCESS 108
110101000  270  241  235  266  257  249  257  275  6.982085 0.538567 SUCCESS 109
110101010  251  243  269  266  258  271  233  246  6.115693 0.634274 SUCCESS 110
110101100  245  267  261  255  221  287  252  234 12.125358 0.145698 SUCCESS 111
110110000  245  252  228  214  266  243  260  251  9.158990 0.329062 SUCCESS 112
110110010  272  230  243  237  259  229  246  244  6.929075 0.544304 SUCCESS 113
110110100  261  225  241  282  238  252  264  243  9.285051 0.318823 SUCCESS 114
110111000  232  251  246  252  266  219  237  241  7.489689 0.484834 SUCCESS 115
110111010  278  255  251  236  240  243  258  248  5.061180 0.751018 SUCCESS 116
110111100  268  239  256  250  243  265  257  254  3.396792 0.907050 SUCCESS 117
111000000  251  268  252  248  286  242  249  260  7.429697 0.491058 SUCCESS 118
111000010  247  245  235  223  265  258  239  228  7.778788 0.455372 SUCCESS 119
111000100  252  249  213  255  237  249  247  246  6.588259 0.581635 SUCCESS 120
111000110  247  250  252  260  231  245  245  281  6.145430 0.630945 SUCCESS 121
111001000  264  264  270  268  233  269  254  252  7.398925 0.494265 SUCCESS 122
111001010  236  249  282  256  233  253  256  242  6.848267 0.553089 SUCCESS 123
111001100  265  219  263  240  272  240  261  258  9.203855 0.325392 SUCCESS 124
111010000  260  282  256  230  263  243  253  285 12.471087 0.131390 SUCCESS 125
111010010  274  259  253  253  229  235  239  258  6.313640 0.612144 SUCCESS 126
111010100  260  247  235  250  256  281  248  248  5.543184 0.698251 SUCCESS 127
111010110  247  273  249  238  221  280  263  231 12.222069 0.141567 SUCCESS 128
111011000  235  249  242  243  267  217  238  254  7.758747 0.457384 SUCCESS 129
111011010  225  228  227  246  260  258  236  247  8.360477 0.399073 SUCCESS 130
111011100  250  262  244  255  274  220  242  255  7.323418 0.502174 SUCCESS 131
111100000  249  277  226  249  233  242  216  242 11.907111 0.155397 SUCCESS 132
111100010  250  250  231  250  247  257  246  233  2.990812 0.934933 SUCCESS 133
111100100  260  243  254  275  233  260  254  234  6.005018 0.646670 SUCCESS 134
111100110  261  229  245  233  265  235  252  241  5.832800 0.665954 SUCCESS 135
111101000  257  274  271  241  272  252  250  301 17.541180 0.024942 SUCCESS 136
111101010  248  253  276  259  251  256  229  233  6.359798 0.606997 SUCCESS 137
111101100  251  231  260  235  241  232  242  255  4.879394 0.770386 SUCCESS 138
111101110  243  242  246  252  259  241  263  233  3.112735 0.927085 SUCCESS 139
111110000  249  255  225  231  245  245  232  237  6.423152 0.599944 SUCCESS 140
111110010  254  261  272  250  224  275  241  238  8.884889 0.352100 SUCCESS 141
111110100  269  253  284  233  258  250  256  275 10.519022 0.230469 SUCCESS 142
111110110  241  230  243  235  243  248  242  256  3.748727 0.879053 SUCCESS 143
111111000  257  239  227  225  227  232  252  243  9.213681 0.324592 SUCCESS 144
111111010  241  277  279  240  240  273  244  245 10.104380 0.257776 SUCCESS 145
111111100  246  235  223  232  240  250  231  248  7.265366 0.508291 SUCCESS 146
111111110  237  253  243  258  265  251  238  264  3.546901 0.895519 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  262  251  268  251  267  267  235  262  5.870812 0.661700 SUCCESS   0
000000011  256  241  263  234  261  257  243  271  4.976493 0.760086 SUCCESS   1
000000101  229  254  260  276  236  253  235  212 12.849010 0.117151 SUCCESS   2
000000111  230  237  243  245  265  275  246  280  9.969657 0.267162 SUCCESS   3
000001001  268  249  278  242  244  254  241  240  5.819224 0.667473 SUCCESS   4
000001011  240  249  271  252  264  256  257  228  5.426303 0.711191 SUCCESS   5
000001101  265  250  236  252  243  266  266  246  4.148760 0.843459 SUCCESS   6
000001111  263  255  254  266  284  268  253  270  9.758133 0.282414 SUCCESS   7
000010001  276  252  264  242  234  247  255  258  5.357390 0.718784 SUCCESS   8
000010011  247  244  259  250  262  265  242  267  3.513156 0.898166 SUCCESS   9
000010101  233  236  245  293  255  244  229  226 14.215119 0.076328 SUCCESS  10
000010111  235  244  252  269  236  236  234  245  5.368121 0.717603 SUCCESS  11
000011001  241  236  258  251  254  231  261  255  3.577156 0.893120 SUCCESS  12
000011011  246  225  247  234  233  245  291  276 14.799006 0.063174 SUCCESS  13
000011101  267  229  250  242  245  249  265  253  4.360800 0.823193 SUCCESS  14
000011111  262  261  233  266  308  251  273  252 19.492469 0.012437 SUCCESS  15
000100011  271  244  242  270  239  250  268  261  6.240848 0.620273 SUCCESS  16
000100101  251  277  244  235  238  262  236  253  6.139354 0.631626 SUCCESS  17
000100111  249  242  232  247  242  249  271  280  7.465382 0.487351 SUCCESS  18
000101001  263  241  252  247  262  253  269  261  3.721576 0.881330 SUCCESS  19
000101011  226  249  252  274  238  244  244  227  7.863345 0.446932 SUCCESS  20
000101101  265  248  265  244  253  265  254  257  3.270990 0.916219 SUCCESS  21
000101111  249  242  257  273  233  250  243  235  4.987354 0.758927 SUCCESS  22
000110011  268  262  256  257  258  220  270  237  8.634190 0.374088 SUCCESS  23
000110101  266  254  236  251  228  266  260  245  5.520040 0.700819 SUCCESS  24
000110111  260  241  275  241  237  244  254  280  8.311992 0.403602 SUCCESS  25
000111001  224  237  240  273  271  265  263  250  9.556178 0.297567 SUCCESS  26
000111011  255  256  254  250  261  244  271  246  2.863717 0.942617 SUCCESS  27
000111101  254  238  256  257  238  246  226  242  4.318004 0.827353 SUCCESS  28
000111111  261  271  249  264  281  220  244  235 11.923014 0.154672 SUCCESS  29
001000011  255  230  220  263  247  253  262  271  8.676210 0.370342 SUCCESS  30
001000101  233  232  264  231  235  265  287  222 15.606311 0.048374 SUCCESS  31
001000111  253  239  239  269  235  250  236  257  4.473802 0.812048 SUCCESS  32
001001011  261  267  235  241  242  249  237  243  4.130012 0.845207 SUCCESS  33
001001101  249  270  250  243  243  263  229  252  4.604776 0.798861 SUCCESS  34
001001111  260  244  239  256  261  248  248  249  1.750764 0.987723 SUCCESS  35
001010011  255  209  237  236  266  267  252  257 11.039943 0.199446 SUCCESS  36
001010101  249  251  272  236  237  258  240  271  6.025834 0.644338 SUCCESS  37
001010111  251  248  251  241  246  250  261  250  0.926521 0.998671 SUCCESS  38
001011011  268  232  257  261  234  256  239  265  6.025576 0.644367 SUCCESS  39
001011101  245  275  226  253  247  237  222  228 11.083644 0.197005 SUCCESS  40
001011111  254  244  264  279  239  256  232  242  6.761770 0.562541 SUCCESS  41
001100101  253  252  218  229  252  236  226  254  9.381503 0.311142 SUCCESS  42
001100111  254  275  248  257  250  230  286  238 10.489026 0.232365 SUCCESS  43
001101011  239  265  237  249  256  264  247  250  3.132905 0.925742 SUCCESS  44
001101101  243  275  263  265  241  245  259  262  5.795046 0.670177 SUCCESS  45
001101111  279  247  269  249  228  265  260  263  9.068614 0.336541 SUCCESS  46
001110101  250  228  240  247  227  251  258  257  5.108372 0.745933 SUCCESS  47
001110111  239  239  229  259  238  273  255  242  6.310279 0.612519 SUCCESS  48
001111011  241  208  243  231  274  256  232  276 15.994190 0.042463 SUCCESS  49
001111101  246  255  238  255  262  243  248  249  1.687539 0.989139 SUCCESS  50
001111111  252  268  246  246  290  235  253  239  9.581778 0.295614 SUCCESS  51
010000011  254  234  239  265  274  231  249  239  6.936444 0.543505 SUCCESS  52
010000111  263  246  223  290  289  249  261  265 18.141099 0.020193 SUCCESS  53
010001011  241  253  252  229  231  268  253  234  6.138966 0.631669 SUCCESS  54
010001111  249  237  262  258  230  239  243  233  5.111604 0.745584 SUCCESS  55
010010011  283  274  227  239  257  255  232  224 14.020404 0.081235 SUCCESS  56
010010111  252  261  259  265  250  244  249  251  1.944444 0.982668 SUCCESS  57
010011011  227  259  278  231  231  246  248  271 10.660857 0.221666 SUCCESS  58
010011111  264  232  226  229  273  243  256  244  9.044178 0.338583 SUCCESS  59
010100011  267  253  255  269  227  229  259  220 10.899273 0.207472 SUCCESS  60
010100111  267  232  217  241  259  255  259  238  8.742279 0.364501 SUCCESS  61
010101011  251  270  271  239  252  255  247  267  5.343943 0.720262 SUCCESS  62
010101111  246  244  250  242  240  246  274  269  4.838020 0.774740 SUCCESS  63
010110011  220  245  268  258  253  229  246  240  7.768832 0.456371 SUCCESS  64
010110111  254  265  240  254  235  262  252  238  3.616073 0.889997 SUCCESS  65
010111011  256  287  230  246  228  242  238  257 10.597891 0.225540 SUCCESS  66
010111111  255  254  249  275  270  251  235  250  5.354675 0.719082 SUCCESS  67
011000111  239  237  257  252  247  242  231  238  3.803160 0.874432 SUCCESS  68
011001111  236  245  269  256  289  237  265  229 12.307919 0.137985 SUCCESS  69
011010111  228  282  261  261  261  263  254  258  8.780032 0.361191 SUCCESS  70
011011111  259  246  275  259  235  248  245  243  4.577236 0.801657 SUCCESS  71
011101111  227  252  218  259  243  259  249  263  8.014360 0.432069 SUCCESS  72
011111111  252  264  259  246  284  227  228  259 10.540356 0.229127 SUCCESS  73
100000000  262  251  268  251  267  267  235  262  5.870812 0.661700 SUCCESS  74
100010000  266  248  252  269  229  263  245  238  5.810174 0.668486 SUCCESS  75
100100000  231  244  291  257  269  239  234  263 12.556420 0.128051 SUCCESS  76
100101000  261  256  251  255  245  241  234  233  3.447475 0.903228 SUCCESS  77
100110000  260  241  264  259  244  244  266  256  3.405325 0.906412 SUCCESS  78
100111000  243  252  258  229  251  261  257  271  4.843580 0.774156 SUCCESS  79
101000000  266  258  273  241  229  267  235  261  8.303459 0.404403 SUCCESS  80
101000100  245  260  230  277  235  269  241  243  8.150634 0.418896 SUCCESS  81
101001000  255  239  258  246  230  266  244  260  4.211596 0.837546 SUCCESS  82
101001100  257  255  254  268  256  253  243  239  2.605648 0.956622 SUCCESS  83
101010000  256  239  224  288  273  256  218  244 16.143782 0.040368 SUCCESS  84
101010100  264  235  267  284  232  256  242  253  9.516097 0.300644 SUCCESS  85
101011000  242  265  233  248  252  232  239  257  4.464234 0.813001 SUCCESS  86
101011100  266  263  257  266  247  273  243  261  5.959378 0.651782 SUCCESS  87
101100000  265  257  247  227  230  244  235  226  8.468566 0.389087 SUCCESS  88
101100100  242  260  261  258  253  259  255  262  2.521996 0.960697 SUCCESS  89
101101000  295  268  234  253  253  244  276  243 14.009414 0.081520 SUCCESS  90
101101100  254  249  267  272  236  254  253  270  5.844954 0.664594 SUCCESS  91
101110000  241  213  225  250  253  249  232  236 10.764808 0.215385 SUCCESS  92
101110100  244  273  268  235  263  259  231  218 11.372485 0.181474 SUCCESS  93
101111000  240  225  234  244  260  248  262  279  8.712283 0.367146 SUCCESS  94
101111100  247  250  254  243  227  229  260  241  5.061956 0.750934 SUCCESS  95
110000000  256  243  239  247  254  271  250  241  3.115580 0.926896 SUCCESS  96
110000010  255  249  266  255  230  243  247  247  3.201301 0.921097 SUCCESS  97
110000100  242  236  244  230  254  241  245  294 11.392525 0.180434 SUCCESS  98
110001000  252  237  232  259  243  261  266  225  6.736558 0.565305 SUCCESS  99
110001010  250  264  274  250  249  258  272  259  5.810432 0.668457 SUCCESS 100
110010000  241  257  265  262  265  237  261  266  5.261455 0.729301 SUCCESS 101
110010010  264  268  251  244  264  251  242  268  4.731612 0.785839 SUCCESS 102
110010100  254  231  234  239  243  239  226  258  6.461034 0.595733 SUCCESS 103
110011000  263  236  285  248  232  230  272  266 12.656234 0.124238 SUCCESS 104
110011010  240  267  246  272  279  239  231  229 10.976848 0.203014 SUCCESS 105
110100000  284  236  260  223  258  243  267  245 10.792347 0.213745 SUCCESS 106
110100010  249  253  222  272  207  258  236  241 14.340404 0.073313 SUCCESS 107
110100100  283  259  225  274  227  249  231  246 13.561543 0.093934 SUCCESS 108
110101000  253  254  209  284  257  249  254  248 12.131822 0.145419 SUCCESS 109
110101010  266  254  266  287  247  253  249  249  7.940533 0.439301 SUCCESS 110
110101100  231  276  239  256  257  220  226  268 12.586545 0.126889 SUCCESS 111
110110000  248  245  241  218  224  262  229  268 11.241123 0.188408 SUCCESS 112
110110010  250  244  261  262  257  263  261  263  3.355030 0.910145 SUCCESS 113
110110100  278  264  248  269  246  238  258  247  6.534990 0.587529 SUCCESS 114
110111000  238  241  241  246  249  271  264  238  4.566117 0.802782 SUCCESS 115
110111010  254  279  250  236  261  234  242  258  6.447846 0.597198 SUCCESS 116
110111100  256  253  238  245  255  259  254  283  5.901325 0.658284 SUCCESS 117
111000000  235  240  224  276  244  291  271  252 15.887653 0.044017 SUCCESS 118
111000010  240  222  261  247  284  230  252  253 10.685422 0.220168 SUCCESS 119
111000100  236  253  243  217  266  246  248  244  6.841285 0.553850 SUCCESS 120
111000110  241  265  219  240  236  273  249  233  9.849543 0.275745 SUCCESS 121
111001000  245  243  246  265  245  215  279  232 11.291160 0.185741 SUCCESS 122
111001010  224  220  257  225  257  237  249  249 10.208719 0.250681 SUCCESS 123
111001100  252  258  263  251  261  229  257  284  8.302554 0.404488 SUCCESS 124
111010000  244  242  271  259  272  255  251  248  4.705495 0.788539 SUCCESS 125
111010010  269  246  232  237  226  259  247  241  6.684582 0.571014 SUCCESS 126
111010100  251  265  228  262  244  256  257  241  4.369592 0.822334 SUCCESS 127
111010110  251  280  256  269  261  223  240  264 10.117438 0.256880 SUCCESS 128
111011000  271  219  238  236  259  258  219  244 11.924954 0.154584 SUCCESS 129
111011010  267  289  224  247  255  250  255  259 10.870699 0.209134 SUCCESS 130
111011100  255  235  249  235  236  258  253  241  3.412566 0.905868 SUCCESS 131
111100000  234  240  235  277  256  272  265  260  8.921091 0.348996 SUCCESS 132
111100010  235  249  231  239  275  260  240  233  7.533390 0.480322 SUCCESS 133
111100100  247  266  234  241  255  224  284  256 10.323661 0.243040 SUCCESS 134
111100110  238  251  269  267  276  225  254  247  8.778869 0.361293 SUCCESS 135
111101000  248  226  250  263  220  239  282  240 11.969430 0.152573 SUCCESS 136
111101010  254  255  266  278  246  266  247  252  5.659935 0.685263 SUCCESS 137
111101100  260  219  254  261  253  258  222  260  8.914368 0.349571 SUCCESS 138
111101110  246  248  246  217  255  266  234  236  7.680525 0.465283 SUCCESS 139
111110000  234  255  245  287  274  250  262  258 10.182214 0.252469 SUCCESS 140
111110010  237  257  255  244  246  235  273  244  4.487895 0.810643 SUCCESS 141
111110100  254  228  271  246  232  234  260  257  6.973293 0.539517 SUCCESS 142
111110110  269  223  256  252  269  242  240  270  8.505026 0.385753 SUCCESS 143
111111000  259  253  222  278  284  255  254  235 12.748291 0.120809 SUCCESS 144
111111010  255  252  265  277  240  239  243  255  5.290933 0.726076 SUCCESS 145
111111100  254  279  245  263  275  231  241  238  9.362109 0.312675 SUCCESS 146
111111110  252  264  259  246  284  227  228  259 10.540356 0.229127 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  225  264  224  264  249  233  271  228 12.026061 0.150045 SUCCESS   0
000000011  235  258  246  272  251  259  244  235  4.683515 0.790805 SUCCESS   1
000000101  244  245  214  262  268  262  252  254  8.229374 0.411391 SUCCESS   2
000000111  243  245  240  254  244  245  257  234  2.295475 0.970587 SUCCESS   3
000001001  272  269  263  240  207  260  241  266 14.069406 0.079974 SUCCESS   4
000001011  257  247  267  253  245  252  252  242  1.876178 0.984575 SUCCESS   5
000001101  246  255  259  255  229  249  238  258  3.296073 0.914428 SUCCESS   6
000001111  250  233  217  240  235  245  247  259  7.512186 0.482509 SUCCESS   7
000010001  243  248  232  248  229  247  262  252  4.045455 0.852999 SUCCESS   8
000010011  260  276  248  269  256  254  229  263  7.466804 0.487204 SUCCESS   9
000010101  240  235  237  251  274  233  226  254  8.069697 0.426692 SUCCESS  10
000010111  270  262  261  247  249  257  247  245  3.141051 0.925196 SUCCESS  11
000011001  241  271  231  233  262  244  225  260  8.589067 0.378138 SUCCESS  12
000011011  228  261  258  254  228  264  262  243  6.445778 0.597428 SUCCESS  13
000011101  247  233  249  267  251  234  274  230  7.532226 0.480442 SUCCESS  14
000011111  231  222  250  255  246  258  250  257  5.370448 0.717347 SUCCESS  15
000100011  255  244  245  269  242  238  263  245  3.512768 0.898196 SUCCESS  16
000100101  278  220  244  232  218  230  231  243 16.031297 0.041934 SUCCESS  17
000100111  251  252  280  253  249  250  246  241  4.189875 0.839599 SUCCESS  18
000101001  275  241  235  251  249  261  261  256  5.014117 0.756066 SUCCESS  19
000101011  223  253  239  225  263  240  237  264  8.755725 0.363320 SUCCESS  20
000101101  235  267  264  272  254  235  254  279  9.490626 0.302611 SUCCESS  21
000101111  262  253  249  247  260  263  280  285 10.592073 0.225901 SUCCESS  22
000110011  254  273  215  239  270  245  239  259 10.417139 0.236960 SUCCESS  23
000110101  283  254  243  266  238  226  266  240 10.287588 0.245418 SUCCESS  24
000110111  227  263  262  244  221  254  259  228  9.510537 0.301072 SUCCESS  25
000111001  258  254  229  231  248  271  249  249  5.497156 0.703355 SUCCESS  26
000111011  239  233  248  286  261  235  240  238  9.513382 0.300853 SUCCESS  27
000111101  266  234  250  251  238  244  262  248  3.478634 0.900841 SUCCESS  28
000111111  227  248  269  226  237  256  242  248  7.205374 0.514645 SUCCESS  29
001000011  251  260  249  282  206  216  230  267 20.297059 0.009269 FAILURE  30
001000101  235  254  227  208  244  240  266  263 12.797034 0.119026 SUCCESS  31
001000111  273  221  261  249  228  247  259  248  8.562562 0.380529 SUCCESS  32
001001011  282  230  278  244  250  252  237  248 10.019305 0.263674 SUCCESS  33
001001101  260  250  253  235  260  265  236  239  4.037826 0.853695 SUCCESS  34
001001111  223  231  266  234  254  248  237  247  7.439523 0.490036 SUCCESS  35
001010011  291  238  246  240  258  259  244  255  8.886958 0.351922 SUCCESS  36
001010101  239  230  250  269  273  252  237  289 12.851596 0.117059 SUCCESS  37
001010111  239  255  252  223  228  242  212  229 13.687475 0.090284 SUCCESS  38
001011011  258  229  268  262  258  229  237  260  7.228129 0.512231 SUCCESS  39
001011101  252  272  249  225  258  271  281  249 10.685939 0.220137 SUCCESS  40
001011111  246  261  271  262  253  250  261  245  3.634820 0.888478 SUCCESS  41
001100101  247  274  261  247  236  269  240  246  5.745269 0.675741 SUCCESS  42
001100111  245  268  240  254  264  229  250  277  7.579030 0.475632 SUCCESS  43
001101011  229  232  239  266  271  248  250  242  6.827838 0.555317 SUCCESS  44
001101101  242  278  248  268  276  254  260  269  9.648234 0.290588 SUCCESS  45
001101111  259  254  245  234  261  274  279  248  7.950747 0.438296 SUCCESS  46
001110101  270  228  251  259  256  262  257  269  6.444485 0.597572 SUCCESS  47
