		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
110111100  243  244  211  250  267  313  243  243 24.668840 0.001769 FAILURE 117
111000000  266  263  270  232  244  271  252  219 10.722141 0.217945 SUCCESS 118
111000010  259  242  228  234  233  245  236  243  5.964032 0.651261 SUCCESS 119
111000100  248  246  266  239  273  248  244  241  4.332485 0.825949 SUCCESS 120
111000110  234  242  241  246  260  263  273  267  6.225980 0.621935 SUCCESS 121
111001000  221  221  239  247  262  243  268  257  9.833253 0.276925 SUCCESS 122
111001010  246  231  230  249  267  278  242  258  8.188000 0.415325 SUCCESS 123
111001100  267  231  269  231  241  231  237  242  8.462618 0.389632 SUCCESS 124
111010000  237  277  241  250  231  251  256  254  5.762982 0.673762 SUCCESS 125
111010010  281  262  244  264  256  255  282  262 10.630214 0.223545 SUCCESS 126
111010100  238  251  238  258  208  254  261  255  9.424299 0.307776 SUCCESS 127
111010110  247  235  253  259  245  219  248  268  6.773665 0.561238 SUCCESS 128
111011000  266  273  216  252  272  243  237  240 11.365244 0.181850 SUCCESS 129
111011010  245  281  239  232  266  219  270  264 13.423717 0.098079 SUCCESS 130
111011100  254  276  234  234  280  272  240  263 11.827337 0.159076 SUCCESS 131
111100000  232  256  256  225  236  273  252  247  7.274675 0.507308 SUCCESS 132
111100010  273  233  296  228  243  267  261  241 16.381164 0.037238 SUCCESS 133
111100100  258  226  259  232  223  233  228  267 11.724032 0.163948 SUCCESS 134
111100110  267  241  251  251  255  237  258  233  3.801349 0.874587 SUCCESS 135
111101000  245  250  263  258  261  220  252  265  6.240978 0.620259 SUCCESS 136
111101010  239  250  291  259  247  240  247  249  8.285875 0.406055 SUCCESS 137
111101100  249  266  227  247  291  230  234  217 17.458820 0.025671 SUCCESS 138
111101110  265  261  234  244  256  264  252  239  4.118634 0.846264 SUCCESS 139
111110000  250  249  240  235  239  266  255  256  3.159669 0.923941 SUCCESS 140
111110010  263  215  268  208  266  229  232  267 19.819580 0.011041 SUCCESS 141
111110100  250  260  245  262  269  263  257  249  3.519749 0.897651 SUCCESS 142
111110110  257  265  231  249  266  244  221  223 10.329479 0.242658 SUCCESS 143
111111000  257  247  279  227  238  262  252  233  8.311345 0.403663 SUCCESS 144
111111010  254  232  270  274  265  260  265  243  7.931224 0.440217 SUCCESS 145
111111100  265  253  266  211  246  227  262  243 11.370158 0.181595 SUCCESS 146
111111110  241  260  227  225  261  259  240  226  9.148129 0.329955 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  264  242  246  264  243  239  262  238  3.847507 0.870613 SUCCESS   0
000000011  249  255  244  233  219  247  258  229  7.546319 0.478991 SUCCESS   1
000000101  262  255  238  239  297  229  265  220 17.414861 0.026068 SUCCESS   2
000000111  242  259  266  232  227  237  236  243  6.893648 0.548150 SUCCESS   3
000001001  282  280  259  249  271  246  243  258 10.669261 0.221153 SUCCESS   4
000001011  262  272  273  267  290  235  284  229 20.155224 0.009764 FAILURE   5
000001101  250  263  235  239  239  254  233  222  7.128574 0.522826 SUCCESS   6
000001111  258  238  252  227  250  265  241  245  4.432170 0.816180 SUCCESS   7
000010001  244  235  247  257  264  246  252  267  3.410756 0.906004 SUCCESS   8
000010011  266  280  258  250  254  253  229  248  6.997083 0.536947 SUCCESS   9
000010101  245  235  267  223  245  233  257  252  6.759055 0.562838 SUCCESS  10
000010111  251  271  238  257  278  255  275  250  8.569931 0.379863 SUCCESS  11
000011001  238  228  256  220  243  258  246  231  8.487830 0.387323 SUCCESS  12
000011011  251  227  227  225  263  262  246  252  8.339014 0.401074 SUCCESS  13
000011101  228  255  238  259  237  246  237  248  4.511297 0.808302 SUCCESS  14
000011111  279  236  245  233  225  258  240  247  8.886440 0.351966 SUCCESS  15
000100011  245  258  262  266  225  225  244  272  9.345947 0.313958 SUCCESS  16
000100101  259  257  261  245  252  248  253  256  1.365212 0.994726 SUCCESS  17
000100111  231  263  239  263  262  255  266  242  5.418545 0.712047 SUCCESS  18
000101001  274  241  250  250  259  235  235  276  7.714659 0.461828 SUCCESS  19
000101011  207  247  232  239  270  233  257  263 13.274255 0.102755 SUCCESS  20
000101101  234  214  265  277  246  258  268  252 12.058125 0.148629 SUCCESS  21
000101111  264  270  258  262  263  266  257  247  5.336057 0.721128 SUCCESS  22
000110011  239  230  237  222  254  266  238  245  7.914158 0.441900 SUCCESS  23
000110101  247  260  209  259  228  267  232  237 12.971063 0.112849 SUCCESS  24
000110111  258  235  235  224  276  258  255  243  8.289236 0.405739 SUCCESS  25
000111001  248  290  266  254  246  262  244  248  8.596695 0.377451 SUCCESS  26
000111011  243  247  236  252  202  235  234  237 13.274513 0.102747 SUCCESS  27
000111101  249  252  247  234  228  268  246  245  4.625721 0.796727 SUCCESS  28
000111111  246  209  260  243  230  219  239  237 14.453277 0.070690 SUCCESS  29
001000011  261  227  255  241  269  256  241  241  5.439491 0.709734 SUCCESS  30
001000101  231  261  237  247  256  236  242  259  4.286457 0.830398 SUCCESS  31
001000111  238  280  257  237  238  243  239  267  7.716081 0.461684 SUCCESS  32
001001011  272  259  275  246  241  246  248  250  5.412339 0.712731 SUCCESS  33
001001101  264  270  263  254  259  240  249  246  4.056315 0.852007 SUCCESS  34
001001111  236  249  261  253  245  262  274  237  5.136687 0.742872 SUCCESS  35
001010011  265  224  262  262  255  252  263  267  6.940711 0.543043 SUCCESS  36
001010101  242  251  258  214  240  256  247  257  6.693891 0.569991 SUCCESS  37
001010111  248  272  272  235  279  258  258  288 14.950149 0.060122 SUCCESS  38
001011011  237  239  278  276  257  258  262  260  8.726117 0.365925 SUCCESS  39
001011101  268  245  249  258  280  256  267  290 13.415572 0.098329 SUCCESS  40
001011111  261  284  234  262  235  242  235  229 10.887248 0.208170 SUCCESS  41
001100101  255  280  241  239  245  226  244  235  8.224719 0.411833 SUCCESS  42
001100111  278  244  236  231  246  252  224  285 13.644549 0.091514 SUCCESS  43
001101011  239  240  255  232  226  269  250  243  6.431814 0.598980 SUCCESS  44
001101101  231  249  261  260  265  278  222  252  9.849285 0.275764 SUCCESS  45
001101111  264  237  262  242  259  273  244  251  5.051741 0.752032 SUCCESS  46
001110101  225  257  264  254  244  237  242  262  5.372517 0.717119 SUCCESS  47
001110111  239  255  226  255  228  239  272  248  7.607863 0.472681 SUCCESS  48
001111011  249  242  263  240  242  296  235  261 11.836517 0.158648 SUCCESS  49
001111101  253  259  218  245  248  262  263  242  6.287523 0.615059 SUCCESS  50
001111111  272  239  270  247  264  245  243  252  5.333083 0.721454 SUCCESS  51
010000011  248  243  238  266  260  243  248  250  2.506739 0.961416 SUCCESS  52
010000111  245  253  262  252  239  256  230  237  3.753382 0.878661 SUCCESS  53
010001011  255  255  248  243  236  233  266  249  3.494149 0.899643 SUCCESS  54
010001111  234  257  241  247  243  227  229  261  6.342990 0.608871 SUCCESS  55
010010011  285  234  280  229  223  264  245  249 15.611483 0.048291 SUCCESS  56
010010111  264  241  250  258  238  245  223  261  5.624251 0.689239 SUCCESS  57
010011011  250  253  273  230  255  257  250  229  6.011224 0.645975 SUCCESS  58
010011111  225  259  225  251  275  267  277  256 12.462166 0.131744 SUCCESS  59
010100011  245  248  233  249  240  247  240  241  2.512299 0.961155 SUCCESS  60
010100111  250  226  252  250  265  268  237  251  5.374327 0.716920 SUCCESS  61
010101011  243  246  263  233  259  235  239  248  3.942667 0.862259 SUCCESS  62
010101111  245  250  261  236  256  254  253  224  4.461519 0.813271 SUCCESS  63
010110011  271  248  246  256  235  227  263  246  5.940242 0.653926 SUCCESS  64
010110111  245  225  249  282  267  247  271  258 10.258109 0.247375 SUCCESS  65
010111011  269  247  224  253  258  265  276  277 11.382570 0.180950 SUCCESS  66
010111111  234  261  223  261  228  252  245  233  8.386594 0.396646 SUCCESS  67
011000111  233  237  257  278  240  265  248  252  6.720396 0.567078 SUCCESS  68
011001111  306  259  257  232  260  238  226  251 18.253713 0.019403 SUCCESS  69
011010111  229  251  271  252  235  232  261  239  6.938642 0.543267 SUCCESS  70
011011111  258  232  245  258  258  261  255  255  2.948663 0.937538 SUCCESS  71
011101111  256  248  214  253  235  253  271  240  8.767362 0.362300 SUCCESS  72
011111111  260  227  247  264  250  263  235  236  5.889301 0.659630 SUCCESS  73
100000000  264  242  246  264  243  239  262  238  3.847507 0.870613 SUCCESS  74
100010000  255  257  264  247  266  233  267  243  4.811774 0.777492 SUCCESS  75
100100000  236  262  258  264  256  248  221  234  7.183911 0.516926 SUCCESS  76
100101000  250  256  228  240  223  242  225  263  9.121754 0.332129 SUCCESS  77
100110000  242  233  259  243  242  253  258  262  3.159927 0.923924 SUCCESS  78
100111000  279  237  263  263  224  257  246  228 10.645083 0.222631 SUCCESS  79
101000000  240  244  244  260  242  251  257  241  1.929446 0.983099 SUCCESS  80
101000100  247  244  252  263  250  238  251  224  4.294731 0.829601 SUCCESS  81
101001000  246  256  237  254  253  246  210  236  8.506707 0.385600 SUCCESS  82
101001100  263  238  260  273  257  260  272  285 11.598618 0.170031 SUCCESS  83
101010000  255  236  265  268  245  249  239  258  4.060711 0.851605 SUCCESS  84
101010100  213  257  257  260  221  266  252  265 11.968267 0.152625 SUCCESS  85
101011000  241  256  247  233  237  234  252  260  3.900517 0.865986 SUCCESS  86
101011100  267  277  267  230  268  251  233  251  9.612679 0.293269 SUCCESS  87
101100000  264  256  252  220  293  225  257  270 16.798392 0.032278 SUCCESS  88
101100100  224  262  234  229  248  239  249  244  6.937479 0.543393 SUCCESS  89
101101000  243  253  233  259  238  277  253  245  5.523531 0.700432 SUCCESS  90
101101100  258  262  259  240  237  241  238  265  4.170481 0.841424 SUCCESS  91
101110000  252  223  241  250  253  230  245  254  5.222925 0.733506 SUCCESS  92
101110100  225  262  273  249  251  253  261  268  7.262392 0.508605 SUCCESS  93
101111000  240  253  256  245  266  265  271  245  4.626756 0.796622 SUCCESS  94
101111100  261  269  274  258  267  252  246  256  6.080267 0.638241 SUCCESS  95
110000000  292  253  242  246  248  221  248  245 11.281980 0.186228 SUCCESS  96
110000010  249  249  262  253  261  243  272  259  3.688477 0.884080 SUCCESS  97
110000100  237  247  253  233  245  251  241  239  2.905737 0.940133 SUCCESS  98
110001000  265  278  259  271  237  222  272  246 12.352396 0.136160 SUCCESS  99
110001010  256  251  219  257  279  268  248  258  9.437875 0.306713 SUCCESS 100
110010000  249  255  259  238  248  243  231  221  6.223653 0.622195 SUCCESS 101
110010010  251  237  272  230  232  252  258  279  9.463604 0.304707 SUCCESS 102
110010100  245  245  253  238  237  226  239  253  4.451822 0.814234 SUCCESS 103
110011000  237  242  238  236  256  241  277  245  5.970756 0.650508 SUCCESS 104
110011010  242  227  250  245  227  260  254  241  5.553657 0.697088 SUCCESS 105
110100000  252  254  258  263  249  253  248  242  1.371935 0.994636 SUCCESS 106
110100010  256  242  268  232  255  255  246  248  3.384638 0.907956 SUCCESS 107
110100100  271  242  258  249  244  259  253  265  3.815830 0.873346 SUCCESS 108
110101000  259  227  234  276  259  246  237  253  7.516453 0.482068 SUCCESS 109
110101010  214  252  262  279  240  245  244  256 10.267935 0.246722 SUCCESS 110
110101100  260  255  231  257  246  261  268  246  4.190133 0.839574 SUCCESS 111
110110000  248  243  244  247  279  223  244  248  7.063539 0.529793 SUCCESS 112
110110010  237  286  225  218  249  245  229  261 15.310101 0.053389 SUCCESS 113
110110100  224  263  241  259  248  277  246  254  7.332986 0.501169 SUCCESS 114
110111000  252  236  224  278  230  252  248  273 10.743863 0.216639 SUCCESS 115
110111010  253  239  254  273  256  271  281  257  8.955871 0.346032 SUCCESS 116
110111100  246  218  254  238  260  263  269  245  7.673931 0.465952 SUCCESS 117
111000000  263  260  273  233  275  237  236  247  8.633673 0.374134 SUCCESS 118
111000010  226  232  241  219  258  243  235  249  9.424816 0.307735 SUCCESS 119
111000100  283  265  255  297  246  223  247  233 19.001026 0.014854 SUCCESS 120
111000110  257  241  230  262  272  267  255  254  6.161333 0.629166 SUCCESS 121
111001000  246  274  268  210  237  252  239  236 12.432040 0.132943 SUCCESS 122
111001010  225  244  248  254  239  224  256  268  7.599071 0.473580 SUCCESS 123
111001100  239  268  241  225  260  238  279  270 10.908711 0.206926 SUCCESS 124
111010000  236  250  268  261  262  255  264  243  4.369980 0.822296 SUCCESS 125
111010010  265  257  261  276  249  258  269  259  6.540937 0.586871 SUCCESS 126
111010100  286  217  232  270  234  246  238  261 15.082804 0.057555 SUCCESS 127
111010110  249  269  232  271  239  261  249  251  5.675063 0.683577 SUCCESS 128
111011000  237  228  249  263  277  257  249  260  7.044404 0.531849 SUCCESS 129
111011010  260  242  242  253  268  262  235  250  3.849317 0.870456 SUCCESS 130
111011100  230  250  236  254  214  262  272  267 11.686149 0.165766 SUCCESS 131
111100000  234  276  252  232  261  253  254  229  7.640574 0.469343 SUCCESS 132
111100010  269  243  258  270  279  246  260  249  7.589244 0.474586 SUCCESS 133
111100100  255  248  282  221  223  251  245  262 11.554012 0.172239 SUCCESS 134
111100110  260  246  228  231  249  264  256  245  5.040752 0.753212 SUCCESS 135
111101000  241  251  285  252  256  241  235  240  7.252954 0.509603 SUCCESS 136
111101010  263  239  228  252  210  241  256  240 10.727313 0.217634 SUCCESS 137
111101100  253  272  225  240  270  259  268  230 10.027063 0.263132 SUCCESS 138
111101110  236  231  242  276  229  270  241  254  9.244323 0.322106 SUCCESS 139
111110000  232  272  232  225  254  267  262  234 10.183378 0.252390 SUCCESS 140
111110010  253  256  283  234  240  261  243  249  6.874642 0.550216 SUCCESS 141
111110100  266  245  236  253  245  261  240  259  3.364339 0.909460 SUCCESS 142
111110110  273  255  232  251  269  235  259  227  8.585188 0.378487 SUCCESS 143
111111000  260  251  209  207  247  252  273  211 23.546578 0.002729 FAILURE 144
111111010  262  237  262  264  241  244  244  256  3.484970 0.900353 SUCCESS 145
111111100  252  249  236  220  249  274  250  236  7.749051 0.458360 SUCCESS 146
111111110  260  227  247  264  250  263  235  236  5.889301 0.659630 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  259  273  231  244  230  270  250  233  8.670651 0.370836 SUCCESS   0
000000011  261  255  223  263  257  259  256  236  5.818448 0.667560 SUCCESS   1
000000101  256  230  244  246  250  256  215  235  8.158392 0.418153 SUCCESS   2
000000111  222  250  237  280  241  262  252  243  8.815071 0.358136 SUCCESS   3
000001001  249  238  242  280  256  236  231  233  8.232994 0.411048 SUCCESS   4
000001011  255  261  229  239  254  244  253  234  4.236808 0.835151 SUCCESS   5
000001101  276  277  257  246  252  249  262  261  7.209382 0.514220 SUCCESS   6
000001111  245  276  212  256  244  261  263  249 10.377317 0.239535 SUCCESS   7
000010001  249  238  230  248  242  232  248  223  6.897786 0.547700 SUCCESS   8
000010011  255  232  230  270  274  244  249  234  8.347677 0.400266 SUCCESS   9
000010101  232  240  262  256  242  251  206  236 11.579095 0.170995 SUCCESS  10
000010111  251  261  222  243  231  254  285  232 11.917067 0.154943 SUCCESS  11
000011001  253  271  276  225  257  239  273  225 12.724889 0.121672 SUCCESS  12
000011011  254  238  249  231  226  240  247  261  5.487459 0.704429 SUCCESS  13
000011101  265  241  256  274  238  264  259  235  6.474998 0.594182 SUCCESS  14
000011111  246  243  243  251  240  230  260  249  2.957455 0.936999 SUCCESS  15
000100011  235  246  272  277  222  249  240  215 14.739919 0.064404 SUCCESS  16
000100101  262  267  239  250  245  242  249  245  2.767782 0.948075 SUCCESS  17
000100111  240  233  244  236  260  244  230  251  4.783071 0.780490 SUCCESS  18
000101001  237  237  256  237  252  255  230  233  5.209091 0.735012 SUCCESS  19
000101011  241  264  257  278  255  253  257  242  5.206764 0.735266 SUCCESS  20
000101101  262  252  253  244  257  251  249  253  1.049479 0.997916 SUCCESS  21
000101111  243  249  212  249  233  266  250  249  8.438053 0.391890 SUCCESS  22
000110011  229  262  272  256  249  233  257  210 12.590036 0.126755 SUCCESS  23
000110101  267  272  244  241  263  277  257  244  7.757713 0.457488 SUCCESS  24
000110111  275  228  244  259  217  255  258  263 10.645341 0.222615 SUCCESS  25
000111001  237  231  272  234  237  233  257  251  7.350053 0.499378 SUCCESS  26
000111011  268  235  265  255  245  268  253  236  5.601107 0.691814 SUCCESS  27
000111101  267  260  261  246  238  224  255  260  6.087507 0.637430 SUCCESS  28
000111111  221  225  262  255  251  234  244  268  9.312202 0.316647 SUCCESS  29
001000011  243  255  283  230  241  260  244  236  8.174424 0.416620 SUCCESS  30
001000101  231  230  245  235  255  243  291  246 11.507079 0.174589 SUCCESS  31
001000111  234  230  284  255  245  250  232  237  9.739257 0.283806 SUCCESS  32
001001011  261  272  252  244  252  240  253  253  3.176865 0.922773 SUCCESS  33
001001101  265  237  270  287  255  256  241  239 10.043741 0.261969 SUCCESS  34
001001111  236  263  245  230  252  247  234  273  6.567572 0.583923 SUCCESS  35
001010011  225  273  247  256  244  256  253  231  6.787499 0.559724 SUCCESS  36
001010101  236  249  277  203  266  257  264  241 15.377721 0.052204 SUCCESS  37
001010111  229  238  255  266  263  247  250  221  7.794949 0.453752 SUCCESS  38
001011011  264  243  252  243  257  250  253  218  5.706998 0.680014 SUCCESS  39
001011101  272  267  229  263  223  247  272  257 10.984477 0.202580 SUCCESS  40
001011111  234  233  239  239  233  251  264  260  5.674545 0.683635 SUCCESS  41
001100101  239  257  273  256  246  283  246  258  7.951265 0.438245 SUCCESS  42
001100111  256  239  248  243  271  245  240  236  4.018691 0.855433 SUCCESS  43
001101011  274  244  244  230  255  252  243  237  5.355192 0.719025 SUCCESS  44
001101101  249  276  250  257  228  243  281  252  9.206182 0.325203 SUCCESS  45
001101111  282  249  235  285  233  245  245  269 13.141729 0.107065 SUCCESS  46
001110101  231  239  232  265  252  263  238  259  5.909600 0.657357 SUCCESS  47
001110111  289  250  241  257  273  251  247  258  9.334182 0.314894 SUCCESS  48
001111011  278  264  254  219  253  238  261  257  9.436323 0.306835 SUCCESS  49
001111101  244  252  242  259  260  260  243  242  2.060679 0.979095 SUCCESS  50
001111111  234  233  232  260  231  237  255  287 11.965422 0.152753 SUCCESS  51
010000011  258  281  251  250  228  258  262  243  7.314756 0.503085 SUCCESS  52
010000111  244  231  274  259  221  237  261  248  9.053487 0.337804 SUCCESS  53
010001011  251  243  226  248  268  241  263  250  4.980113 0.759700 SUCCESS  54
010001111  246  236  267  253  269  253  232  256  5.131903 0.743390 SUCCESS  55
010010011  246  242  254  257  264  248  229  253  3.288315 0.914984 SUCCESS  56
010010111  265  255  237  258  244  237  252  249  2.866820 0.942435 SUCCESS  57
010011011  256  273  251  285  237  225  253  257 10.939871 0.205130 SUCCESS  58
010011111  236  241  252  249  271  243  248  272  5.214651 0.734407 SUCCESS  59
010100011  245  248  255  247  264  259  254  247  1.512606 0.992497 SUCCESS  60
010100111  253  272  263  261  247  263  259  252  4.336752 0.825535 SUCCESS  61
010101011  242  245  247  193  253  256  244  234 15.230974 0.054807 SUCCESS  62
010101111  234  256  280  247  271  261  230  243  9.154723 0.329412 SUCCESS  63
010110011  259  269  255  229  266  277  250  270  9.496703 0.302140 SUCCESS  64
010110111  265  232  233  237  262  238  248  221  8.845713 0.355478 SUCCESS  65
010111011  235  236  267  247  266  253  246  266  5.198618 0.736152 SUCCESS  66
010111111  232  249  242  245  239  244  232  288  9.673576 0.288688 SUCCESS  67
011000111  256  269  258  235  259  278  251  254  6.495168 0.591944 SUCCESS  68
011001111  253  230  230  223  268  263  243  253  8.638198 0.373730 SUCCESS  69
011010111  257  244  245  239  250  259  273  249  3.485745 0.900293 SUCCESS  70
011011111  256  236  246  279  243  256  249  248  4.879653 0.770358 SUCCESS  71
011101111  285  252  254  253  266  230  224  260 11.116097 0.195207 SUCCESS  72
011111111  225  221  240  239  247  234  238  270 10.315774 0.243558 SUCCESS  73
100000000  259  273  231  244  230  270  250  233  8.670651 0.370836 SUCCESS  74
100010000  234  237  258  250  248  251  237  241  3.072525 0.929724 SUCCESS  75
100100000  246  272  230  257  232  233  238  256  7.202659 0.514934 SUCCESS  76
100101000  239  269  241  254  233  268  263  255  5.737253 0.676636 SUCCESS  77
100110000  240  249  251  255  238  246  255  243  1.490626 0.992862 SUCCESS  78
100111000  235  243  230  252  248  257  255  257  3.327620 0.912149 SUCCESS  79
101000000  250  239  230  236  266  247  249  225  6.645406 0.575328 SUCCESS  80
101000100  240  254  293  259  246  271  250  257 10.567636 0.227421 SUCCESS  81
101001000  250  249  263  252  219  235  258  261  6.390570 0.603570 SUCCESS  82
101001100  233  240  226  266  256  254  218  247  9.533034 0.299341 SUCCESS  83
101010000  253  249  291  223  264  249  252  276 13.648299 0.091406 SUCCESS  84
101010100  229  234  260  243  277  253  245  256  6.805600 0.557745 SUCCESS  85
101011000  253  257  252  236  245  272  208  220 14.187968 0.076996 SUCCESS  86
101011100  270  233  246  255  242  253  272  227  7.513220 0.482402 SUCCESS  87
101100000  228  267  234  247  246  236  208  242 12.722949 0.121744 SUCCESS  88
101100100  218  261  226  226  237  227  250  235 13.306836 0.101719 SUCCESS  89
101101000  252  249  269  249  272  269  275  251  7.615620 0.471888 SUCCESS  90
101101100  266  250  250  251  236  242  244  279  5.769834 0.672996 SUCCESS  91
101110000  247  237  260  254  249  256  247  205  9.779079 0.280875 SUCCESS  92
101110100  271  268  212  270  229  235  249  254 13.618691 0.092262 SUCCESS  93
101111000  250  245  251  274  249  261  243  222  6.441253 0.597931 SUCCESS  94
101111100  255  242  245  252  275  253  247  245  3.253794 0.917436 SUCCESS  95
110000000  276  266  216  261  247  266  220  215 19.023523 0.014734 SUCCESS  96
110000010  225  258  226  254  255  263  232  235  8.367329 0.398435 SUCCESS  97
110000100  254  222  249  247  247  250  284  212 14.141164 0.078159 SUCCESS  98
110001000  247  261  261  280  245  260  251  237  5.988081 0.648567 SUCCESS  99
110001010  228  256  266  266  262  268  271  239  8.538513 0.382707 SUCCESS 100
110010000  242  262  259  250  238  256  230  242  3.857463 0.869749 SUCCESS 101
110010010  234  247  232  229  255  232  267  282 11.134974 0.194168 SUCCESS 102
110010100  239  275  241  285  235  258  270  236 12.156517 0.144356 SUCCESS 103
110011000  256  250  284  251  241  246  240  266  6.814521 0.556770 SUCCESS 104
110011010  280  219  258  239  255  261  254  278 12.384719 0.134846 SUCCESS 105
110100000  277  251  238  237  246  227  262  225  9.747014 0.283233 SUCCESS 106
110100010  259  244  282  240  266  265  248  284 11.935297 0.154114 SUCCESS 107
110100100  258  259  257  256  246  255  264  246  2.003661 0.980899 SUCCESS 108
110101000  257  273  284  243  258  254  254  259  8.119863 0.421850 SUCCESS 109
110101010  235  230  230  233  264  252  225  249  8.843386 0.355680 SUCCESS 110
110101100  262  255  248  234  245  262  254  248  2.557939 0.958974 SUCCESS 111
110110000  246  242  238  232  234  226  235  246  6.693632 0.570019 SUCCESS 112
110110010  251  257  234  238  261  232  252  242  3.980032 0.858921 SUCCESS 113
110110100  244  258  259  259  256  265  289  256  8.616865 0.375640 SUCCESS 114
110111000  257  229  287  232  251  267  230  219 15.859079 0.044442 SUCCESS 115
110111010  254  235  255  260  256  260  230  259  4.068210 0.850917 SUCCESS 116
110111100  270  267  229  291  259  244  251  246 12.191943 0.142843 SUCCESS 117
111000000  260  277  248  263  240  256  235  221  9.118780 0.332375 SUCCESS 118
111000010  236  235  245  250  257  228  270  201 15.629196 0.048006 SUCCESS 119
111000100  239  253  281  263  234  241  257  245  6.915240 0.545805 SUCCESS 120
111000110  271  259  196  231  253  255  272  253 17.896994 0.022012 SUCCESS 121
111001000  264  228  234  259  247  272  260  241  6.996954 0.536961 SUCCESS 122
111001010  234  275  243  256  240  247  251  257  4.654941 0.793739 SUCCESS 123
111001100  253  250  248  253  224  254  259  282  7.528865 0.480789 SUCCESS 124
111010000  290  242  221  244  242  239  282  238 16.110683 0.040823 SUCCESS 125
111010010  253  243  268  249  247  244  237  251  2.473123 0.962972 SUCCESS 126
111010100  253  264  259  272  230  250  231  264  7.148226 0.520728 SUCCESS 127
111010110  261  233  250  222  262  250  261  239  6.534214 0.587615 SUCCESS 128
111011000  229  250  257  255  253  264  241  262  3.911248 0.865041 SUCCESS 129
111011010  245  255  271  246  283  245  278  269 11.455879 0.177182 SUCCESS 130
111011100  249  250  262  266  252  262  268  243  3.821390 0.872868 SUCCESS 131
111100000  249  270  271  265  253  284  224  241 12.373988 0.135281 SUCCESS 132
111100010  240  254  250  268  233  262  257  254  3.883192 0.867505 SUCCESS 133
111100100  241  230  242  261  277  253  250  265  6.742246 0.564681 SUCCESS 134
111100110  275  252  240  261  238  261  257  290 11.445277 0.177723 SUCCESS 135
111101000  299  232  257  235  253  223  271  253 17.326166 0.026886 SUCCESS 136
111101010  238  262  228  239  229  247  245  248  5.668210 0.684341 SUCCESS 137
111101100  244  244  242  235  265  263  237  245  3.923143 0.863990 SUCCESS 138
111101110  246  264  277  268  254  253  272  266  8.411806 0.394311 SUCCESS 139
111110000  258  253  235  222  246  253  233  247  5.806166 0.668934 SUCCESS 140
111110010  242  243  245  255  269  263  237  245  3.669729 0.885625 SUCCESS 141
111110100  250  220  272  235  258  228  248  269 10.431879 0.236012 SUCCESS 142
111110110  249  255  267  276  264  263  246  272  7.690869 0.464234 SUCCESS 143
111111000  243  260  226  235  243  247  259  257  4.704461 0.788646 SUCCESS 144
111111010  235  218  255  229  255  238  224  296 19.339903 0.013144 SUCCESS 145
111111100  238  219  213  248  229  251  256  259 12.553964 0.128146 SUCCESS 146
111111110  225  221  240  239  247  234  238  270 10.315774 0.243558 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  258  247  251  237  236  235  254  233  4.002788 0.856872 SUCCESS   0
000000011  236  260  238  277  238  227  243  271  9.647071 0.290676 SUCCESS   1
000000101  254  255  268  222  238  243  249  254  5.620501 0.689656 SUCCESS   2
000000111  237  253  246  269  253  260  222  276  8.789859 0.360332 SUCCESS   3
000001001  250  229  246  230  237  226  231  226 10.488638 0.232390 SUCCESS   4
000001011  237  241  278  245  255  230  262  250  6.735394 0.565432 SUCCESS   5
000001101  265  257  232  234  253  245  254  246  3.804582 0.874310 SUCCESS   6
000001111  232  256  251  258  277  258  241  263  6.078327 0.638458 SUCCESS   7
000010001  215  255  253  265  269  234  228  243 10.892937 0.207840 SUCCESS   8
000010011  252  254  271  239  244  236  226  218  9.979871 0.266442 SUCCESS   9
000010101  253  262  262  250  234  259  265  271  5.385834 0.715653 SUCCESS  10
