		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
000110011  242  261  231  238  273  242  259  258  5.908695 0.657459 SUCCESS  23
000110101  257  230  251  256  264  249  279  248  6.326311 0.610731 SUCCESS  24
000110111  255  259  248  254  248  258  240  273  3.409592 0.906092 SUCCESS  25
000111001  255  258  233  261  241  289  257  234  9.958149 0.267976 SUCCESS  26
000111011  258  261  242  265  251  232  246  262  3.969947 0.859825 SUCCESS  27
000111101  288  258  257  271  241  279  251  271 13.924857 0.083745 SUCCESS  28
000111111  257  260  232  237  259  250  237  248  3.704509 0.882751 SUCCESS  29
001000011  266  258  230  258  237  243  232  250  5.482804 0.704944 SUCCESS  30
001000101  249  253  226  250  275  228  252  230  8.679572 0.370044 SUCCESS  31
001000111  257  247  265  234  225  276  280  246 11.406489 0.179713 SUCCESS  32
001001011  240  223  240  281  256  247  263  249  8.709051 0.367431 SUCCESS  33
001001101  264  244  218  258  261  260  228  262  8.973325 0.344551 SUCCESS  34
001001111  255  251  271  255  262  264  249  247  3.490659 0.899913 SUCCESS  35
001010011  281  256  258  211  263  259  262  244 12.466174 0.131585 SUCCESS  36
001010101  243  270  254  260  221  255  272  236  8.735426 0.365104 SUCCESS  37
001010111  243  246  257  247  231  237  252  264  3.526214 0.897146 SUCCESS  38
001011011  248  257  229  265  262  256  249  239  4.224913 0.836282 SUCCESS  39
001011101  257  256  257  255  272  247  263  237  4.101697 0.847833 SUCCESS  40
001011111  286  252  236  261  265  255  250  252  7.748404 0.458425 SUCCESS  41
001100101  238  223  253  279  255  238  227  255 10.115887 0.256986 SUCCESS  42
001100111  227  278  251  231  262  243  272  277 12.752558 0.120652 SUCCESS  43
001101011  247  214  244  236  261  266  265  258  9.113479 0.332814 SUCCESS  44
001101101  236  256  240  274  234  256  245  251  5.071394 0.749919 SUCCESS  45
001101111  244  241  266  259  284  238  237  260  8.373665 0.397846 SUCCESS  46
001110101  242  239  253  267  260  247  264  237  3.960638 0.860657 SUCCESS  47
001110111  262  264  238  270  239  258  236  257  5.439620 0.709720 SUCCESS  48
001111011  248  267  244  268  262  266  267  270  7.219208 0.513177 SUCCESS  49
001111101  213  228  274  231  238  254  255  249 12.305333 0.138092 SUCCESS  50
001111111  241  258  223  248  262  231  246  260  6.197923 0.625072 SUCCESS  51
010000011  253  266  249  260  250  237  263  272  4.921673 0.765914 SUCCESS  52
010000111  265  252  244  259  246  271  238  243  4.123160 0.845844 SUCCESS  53
010001011  238  250  239  253  262  236  249  252  2.558327 0.958956 SUCCESS  54
010001111  254  257  247  251  245  266  256  252  1.642028 0.990091 SUCCESS  55
010010011  249  242  233  248  213  246  248  259  7.555111 0.478087 SUCCESS  56
010010111  252  248  259  260  267  253  251  262  2.621552 0.955822 SUCCESS  57
010011011  240  251  226  290  253  282  264  248 14.529172 0.068973 SUCCESS  58
010011111  246  245  252  256  233  254  259  226  4.311539 0.827978 SUCCESS  59
010100011  247  254  231  274  264  242  274  221 10.919442 0.206306 SUCCESS  60
010100111  284  256  293  226  250  235  260  254 16.383232 0.037212 SUCCESS  61
010101011  245  276  221  250  232  264  260  223 11.957406 0.153114 SUCCESS  62
010101111  238  237  257  275  224  246  254  262  7.607733 0.472694 SUCCESS  63
010110011  256  227  254  252  241  249  261  231  4.750101 0.783921 SUCCESS  64
010110111  239  270  248  241  257  254  241  231  4.602448 0.799098 SUCCESS  65
010111011  239  244  255  258  262  263  258  244  2.729511 0.950169 SUCCESS  66
010111111  263  253  235  286  245  259  279  244 11.104719 0.195836 SUCCESS  67
011000111  224  227  250  243  256  259  244  273  8.006861 0.432800 SUCCESS  68
011001111  229  245  243  243  254  218  265  270  9.217947 0.324245 SUCCESS  69
011010111  240  227  270  257  243  278  252  257  8.128913 0.420980 SUCCESS  70
011011111  239  282  245  243  254  242  252  235  6.320881 0.611337 SUCCESS  71
011101111  251  226  240  290  278  271  253  260 14.948986 0.060145 SUCCESS  72
011111111  245  238  220  227  263  239  271  265 10.562723 0.227727 SUCCESS  73
100000000  229  265  271  268  249  236  232  278 11.323483 0.184035 SUCCESS  74
100010000  270  256  268  222  246  250  215  256 11.669341 0.166578 SUCCESS  75
100100000  293  255  261  246  243  211  243  260 15.433964 0.051237 SUCCESS  76
100101000  248  272  211  268  236  234  257  270 13.379758 0.099434 SUCCESS  77
100110000  268  260  226  249  241  224  240  236  8.490933 0.387039 SUCCESS  78
100111000  249  240  264  228  256  249  270  257  5.243741 0.731235 SUCCESS  79
101000000  217  257  253  262  223  246  221  230 13.546416 0.094381 SUCCESS  80
101000100  282  249  250  243  259  257  278  273 10.425543 0.236419 SUCCESS  81
101001000  262  256  243  233  251  228  222  246  7.452065 0.488733 SUCCESS  82
101001100  270  238  234  231  245  237  254  225  8.249673 0.409469 SUCCESS  83
101010000  240  219  277  228  211  225  231  250 19.765406 0.011261 SUCCESS  84
101010100  240  274  289  237  210  229  259  224 21.360493 0.006249 FAILURE  85
101011000  242  224  250  248  236  265  276  262  8.213083 0.412937 SUCCESS  86
101011100  259  251  252  244  216  229  260  234  8.577947 0.379140 SUCCESS  87
101100000  245  218  248  253  236  274  280  258 11.577931 0.171052 SUCCESS  88
101100100  237  253  251  272  277  277  279  258 12.533147 0.128954 SUCCESS  89
101101000  240  249  234  241  276  264  239  254  5.986400 0.648755 SUCCESS  90
101101100  230  250  243  281  272  259  262  235  9.702149 0.286557 SUCCESS  91
101110000  268  227  275  251  235  259  222  236 11.436356 0.178179 SUCCESS  92
101110100  254  260  231  284  252  265  235  248  8.655006 0.372230 SUCCESS  93
101111000  232  259  259  268  233  260  255  240  5.478667 0.705402 SUCCESS  94
101111100  277  272  258  277  251  263  238  264 10.422570 0.236610 SUCCESS  95
110000000  217  241  269  282  239  264  223  270 16.554287 0.035100 SUCCESS  96
110000010  276  242  281  254  212  267  253  259 14.652000 0.066276 SUCCESS  97
110000100  251  258  239  247  259  246  267  249  2.410028 0.965794 SUCCESS  98
110001000  245  239  260  232  251  248  214  244  7.881317 0.445149 SUCCESS  99
110001010  264  246  275  250  282  229  283  235 14.969026 0.059751 SUCCESS 100
110010000  303  269  249  249  277  245  244  250 16.403402 0.036957 SUCCESS 101
110010010  230  226  254  248  230  253  267  243  7.205115 0.514673 SUCCESS 102
110010100  276  249  232  240  230  243  269  265  8.837956 0.356150 SUCCESS 103
110011000  264  222  228  234  265  232  252  246  9.463087 0.304747 SUCCESS 104
110011010  258  228  245  237  257  278  241  241  7.184687 0.516844 SUCCESS 105
110100000  249  248  247  251  236  277  228  249  5.893826 0.659124 SUCCESS 106
110100010  257  242  231  257  259  227  238  253  5.316016 0.723327 SUCCESS 107
110100100  238  265  237  253  239  225  243  240  5.958343 0.651898 SUCCESS 108
110101000  229  233  249  242  240  262  229  257  6.318424 0.611611 SUCCESS 109
110101010  242  280  256  227  221  238  247  211 16.721463 0.033144 SUCCESS 110
110101100  255  223  252  240  257  266  275  250  7.399960 0.494157 SUCCESS 111
110110000  245  262  221  258  234  277  273  255 10.814198 0.212451 SUCCESS 112
110110010  222  257  269  282  265  255  288  239 16.695992 0.033435 SUCCESS 113
110110100  239  255  226  261  259  251  252  264  4.655459 0.793686 SUCCESS 114
110111000  269  221  256  250  247  235  208  258 13.646101 0.091469 SUCCESS 115
110111010  251  268  244  262  247  259  251  233  3.663523 0.886135 SUCCESS 116
110111100  254  261  254  268  262  235  257  241  4.042222 0.853294 SUCCESS 117
111000000  244  250  258  291  242  254  249  253  7.746335 0.458633 SUCCESS 118
111000010  250  277  256  243  242  247  254  248  3.754804 0.878541 SUCCESS 119
111000100  220  218  247  258  245  257  252  245  8.680994 0.369917 SUCCESS 120
111000110  259  236  272  241  247  234  246  244  4.792509 0.779505 SUCCESS 121
111001000  255  283  247  248  246  243  228  251  6.938513 0.543281 SUCCESS 122
111001010  284  279  249  240  229  248  251  256 10.679087 0.220554 SUCCESS 123
111001100  234  246  228  244  270  230  237  260  7.693067 0.464012 SUCCESS 124
111010000  276  239  249  253  263  264  215  250  9.918457 0.270796 SUCCESS 125
111010010  251  275  255  256  248  246  275  279  9.001511 0.342168 SUCCESS 126
111010100  275  205  248  252  250  269  234  257 13.751345 0.088481 SUCCESS 127
111010110  223  224  264  252  270  262  255  249  8.998667 0.342408 SUCCESS 128
111011000  227  270  222  266  248  272  261  259 11.004517 0.201443 SUCCESS 129
111011010  247  256  243  266  235  244  261  263  3.729721 0.880649 SUCCESS 130
111011100  252  242  265  245  229  250  237  263  4.536509 0.805769 SUCCESS 131
111100000  241  266  269  269  252  246  230  259  6.458448 0.596020 SUCCESS 132
111100010  248  241  252  243  273  259  248  255  3.217204 0.919996 SUCCESS 133
111100100  257  254  262  262  259  256  247  255  2.091968 0.978062 SUCCESS 134
111100110  245  245  243  248  267  249  250  218  5.858141 0.663119 SUCCESS 135
111101000  230  245  260  263  236  241  238  230  6.260760 0.618048 SUCCESS 136
111101010  252  218  265  263  235  260  229  248  9.065253 0.336821 SUCCESS 137
111101100  223  251  234  265  268  267  268  271 10.717745 0.218211 SUCCESS 138
111101110  257  227  259  242  234  247  245  245  4.288913 0.830161 SUCCESS 139
111110000  272  286  247  256  274  253  244  255 10.234707 0.248938 SUCCESS 140
111110010  257  286  236  262  243  275  255  268 11.214618 0.189833 SUCCESS 141
111110100  235  230  247  250  232  255  271  246  5.953430 0.652449 SUCCESS 142
111110110  247  258  230  273  241  250  278  260  8.143006 0.419627 SUCCESS 143
111111000  253  274  245  253  281  243  269  261  8.744218 0.364331 SUCCESS 144
111111010  215  223  235  261  222  252  268  228 16.106804 0.040877 SUCCESS 145
111111100  250  266  239  259  271  243  247  252  3.979515 0.858967 SUCCESS 146
111111110  245  238  220  227  263  239  271  265 10.562723 0.227727 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  232  250  272  246  254  273  261  275  8.758699 0.363059 SUCCESS   0
000000011  205  237  278  233  261  259  218  257 18.785236 0.016051 SUCCESS   1
000000101  255  244  242  252  244  233  262  260  2.886861 0.941256 SUCCESS   2
000000111  231  255  290  242  236  279  230  259 14.765002 0.063879 SUCCESS   3
000001001  272  271  247  254  258  250  255  258  4.571935 0.802194 SUCCESS   4
000001011  255  252  231  275  250  271  265  240  7.373713 0.496900 SUCCESS   5
000001101  225  267  222  240  248  211  233  241 15.264719 0.054198 SUCCESS   6
000001111  250  257  291  235  262  259  228  247 11.062958 0.198157 SUCCESS   7
000010001  254  249  233  267  250  263  233  250  4.356533 0.823609 SUCCESS   8
000010011  217  239  240  262  250  253  263  236  7.557956 0.477795 SUCCESS   9
000010101  241  250  238  260  251  246  223  268  5.768671 0.673126 SUCCESS  10
000010111  256  256  239  272  248  269  247  257  4.556808 0.803723 SUCCESS  11
000011001  240  251  237  241  254  243  238  269  3.807038 0.874100 SUCCESS  12
000011011  262  256  239  245  247  232  235  219  7.625059 0.470925 SUCCESS  13
000011101  249  265  247  246  264  249  225  255  4.542844 0.805132 SUCCESS  14
000011111  249  245  275  257  257  243  216  259  8.419693 0.393583 SUCCESS  15
000100011  246  252  240  224  247  277  261  261  7.349018 0.499486 SUCCESS  16
000100101  236  256  236  253  242  272  265  247  5.044372 0.752823 SUCCESS  17
000100111  240  210  234  243  267  246  264  231 11.853455 0.157863 SUCCESS  18
000101001  248  245  246  244  240  236  267  231  4.243531 0.834510 SUCCESS  19
000101011  239  241  244  242  250  236  225  246  4.702521 0.788846 SUCCESS  20
000101101  262  257  253  272  261  250  262  259  4.279604 0.831057 SUCCESS  21
000101111  264  218  261  275  239  246  260  256  9.266044 0.320352 SUCCESS  22
000110011  237  251  266  255  233  225  251  256  5.797244 0.669932 SUCCESS  23
000110101  244  279  268  250  248  237  238  241  6.616315 0.578537 SUCCESS  24
000110111  263  227  255  243  239  234  269  226  8.624881 0.374921 SUCCESS  25
000111001  246  249  233  229  241  238  244  253  4.199055 0.838732 SUCCESS  26
000111011  274  260  229  252  252  255  260  258  5.441689 0.709491 SUCCESS  27
000111101  250  235  251  215  261  239  256  251  7.152234 0.520300 SUCCESS  28
000111111  245  260  258  256  235  254  223  248  4.958004 0.762055 SUCCESS  29
001000011  261  245  244  261  226  268  246  267  6.241495 0.620201 SUCCESS  30
001000101  273  250  272  268  240  262  252  229  8.388275 0.396490 SUCCESS  31
001000111  247  251  228  221  250  259  260  255  6.371952 0.605643 SUCCESS  32
001001011  252  258  216  268  279  271  243  253 11.953915 0.153272 SUCCESS  33
001001101  223  239  269  248  246  239  272  276 10.394642 0.238412 SUCCESS  34
001001111  241  252  254  229  254  241  245  244  2.890998 0.941011 SUCCESS  35
001010011  240  225  250  267  221  244  262  259  8.750554 0.363774 SUCCESS  36
001010101  255  269  226  239  251  266  247  228  7.581358 0.475394 SUCCESS  37
001010111  226  240  240  255  264  219  239  252  8.609754 0.376278 SUCCESS  38
001011011  241  249  268  257  250  270  260  293 11.612582 0.169344 SUCCESS  39
001011101  245  256  268  254  225  279  243  235  8.858772 0.354350 SUCCESS  40
001011111  257  222  248  229  255  233  253  255  6.721172 0.566993 SUCCESS  41
001100101  254  279  253  259  243  242  257  248  4.609430 0.798388 SUCCESS  42
001100111  230  226  278  241  241  224  266  271 13.629681 0.091943 SUCCESS  43
001101011  263  277  254  256  232  239  237  253  6.509519 0.590352 SUCCESS  44
001101101  244  262  246  262  256  258  234  277  5.900808 0.658342 SUCCESS  45
001101111  278  235  279  256  273  229  265  251 12.759927 0.120381 SUCCESS  46
001110101  249  257  269  231  223  268  250  248  7.566618 0.476906 SUCCESS  47
001110111  258  225  238  254  252  225  257  255  6.416558 0.600677 SUCCESS  48
001111011  251  261  244  217  239  255  243  251  5.965196 0.651131 SUCCESS  49
001111101  247  218  238  244  230  253  262  259  7.635402 0.469870 SUCCESS  50
001111111  231  246  257  240  252  257  211  241  9.015216 0.341014 SUCCESS  51
010000011  244  255  250  232  250  192  249  234 16.562174 0.035005 SUCCESS  52
010000111  245  262  271  242  256  258  227  280  9.119943 0.332279 SUCCESS  53
010001011  279  236  281  247  236  263  246  230 11.537333 0.173071 SUCCESS  54
010001111  252  241  250  226  237  260  258  271  5.936493 0.654346 SUCCESS  55
010010011  270  243  243  227  237  229  255  243  7.072202 0.528863 SUCCESS  56
010010111  255  252  249  244  240  239  258  245  1.553333 0.991786 SUCCESS  57
010011011  219  273  272  264  264  228  247  235 12.759927 0.120381 SUCCESS  58
010011111  241  232  232  247  250  266  235  240  5.449834 0.708591 SUCCESS  59
010100011  247  259  263  269  246  244  251  262  3.385543 0.907889 SUCCESS  60
010100111  256  230  236  250  254  240  245  260  3.608186 0.890633 SUCCESS  61
010101011  258  264  237  245  254  276  252  210 11.377269 0.181225 SUCCESS  62
010101111  263  272  233  262  244  278  238  250  8.486796 0.387418 SUCCESS  63
010110011  270  233  267  269  250  250  249  274  7.935232 0.439822 SUCCESS  64
010110111  250  263  244  262  245  284  248  273  8.544331 0.382180 SUCCESS  65
010111011  236  258  290  240  237  256  230  245 10.714772 0.218390 SUCCESS  66
010111111  233  231  241  239  242  216  231  258 10.316937 0.243482 SUCCESS  67
011000111  251  236  217  262  260  252  243  251  6.549988 0.585868 SUCCESS  68
011001111  257  256  263  238  249  263  252  280  6.097721 0.636287 SUCCESS  69
011010111  290  271  277  242  239  229  217  244 18.706238 0.016512 SUCCESS  70
011011111  257  246  256  279  234  227  259  258  7.747240 0.458542 SUCCESS  71
011101111  248  254  243  266  231  239  256  258  3.751960 0.878780 SUCCESS  72
011111111  242  248  256  270  253  241  226  268  6.181762 0.626880 SUCCESS  73
100000000  232  250  272  246  254  273  261  275  8.758699 0.363059 SUCCESS  74
100010000  264  234  236  252  254  241  275  227  7.871232 0.446149 SUCCESS  75
100100000  257  247  257  223  260  232  234  265  7.199943 0.515222 SUCCESS  76
100101000  247  269  255  250  260  251  263  249  2.761188 0.948439 SUCCESS  77
100110000  244  245  248  290  249  251  241  256  7.384186 0.495805 SUCCESS  78
100111000  266  226  245  244  226  256  251  221  9.702020 0.286566 SUCCESS  79
101000000  239  261  247  268  257  251  273  267  5.978384 0.649653 SUCCESS  80
101000100  247  227  255  226  245  242  260  240  5.900679 0.658356 SUCCESS  81
101001000  246  255  258  238  250  250  265  231  3.453810 0.902745 SUCCESS  82
101001100  248  223  232  274  231  229  270  277 14.743539 0.064328 SUCCESS  83
101010000  243  272  267  241  226  241  249  244  6.605196 0.579764 SUCCESS  84
101010100  244  273  226  234  244  233  249  241  7.456590 0.488263 SUCCESS  85
101011000  267  250  233  223  256  262  276  218 13.183879 0.105678 SUCCESS  86
101011100  246  251  226  266  247  232  263  261  6.089188 0.637242 SUCCESS  87
101100000  249  268  233  246  284  249  253  229  9.256735 0.321103 SUCCESS  88
101100100  256  256  271  246  236  259  246  249  3.407523 0.906247 SUCCESS  89
101101000  275  232  238  212  247  283  246  244 15.251531 0.054435 SUCCESS  90
101101100  237  265  233  249  243  269  257  278  7.976735 0.435746 SUCCESS  91
101110000  219  222  226  254  243  228  247  279 15.380436 0.052157 SUCCESS  92
101110100  263  263  286  242  224  232  253  265 12.134408 0.145307 SUCCESS  93
101111000  247  232  251  279  265  267  248  230  8.661988 0.371607 SUCCESS  94
101111100  279  252  243  224  211  254  258  256 13.265592 0.103032 SUCCESS  95
110000000  258  255  290  260  254  248  231  256  9.133778 0.331137 SUCCESS  96
110000010  235  274  235  272  266  253  224  241 10.475838 0.233203 SUCCESS  97
110000100  229  233  236  252  247  259  267  224  8.205842 0.413626 SUCCESS  98
110001000  257  246  242  254  233  242  265  238  3.584137 0.892563 SUCCESS  99
110001010  225  291  243  235  256  246  261  225 13.973729 0.082453 SUCCESS 100
110010000  279  232  248  241  256  256  194  277 21.458368 0.006025 FAILURE 101
110010010  235  239  234  254  282  246  240  222 10.511006 0.230974 SUCCESS 102
110010100  261  268  255  261  247  262  283  270  9.252598 0.321437 SUCCESS 103
110011000  258  248  262  280  224  272  269  250 10.901859 0.207322 SUCCESS 104
110011010  235  274  248  250  252  259  242  253  3.985980 0.858386 SUCCESS 105
110100000  247  273  243  261  252  233  247  262  4.776865 0.781137 SUCCESS 106
110100010  247  207  265  239  232  235  244  250 11.528671 0.173504 SUCCESS 107
110100100  251  246  260  239  243  230  266  254  3.966327 0.860149 SUCCESS 108
110101000  239  253  274  241  241  259  264  264  5.552752 0.697189 SUCCESS 109
110101010  247  268  237  240  247  243  254  223  5.807717 0.668760 SUCCESS 110
110101100  289  248  247  245  244  269  258  253  8.401592 0.395256 SUCCESS 111
110110000  273  273  238  271  255  270  247  229 10.425156 0.236444 SUCCESS 112
110110010  243  242  248  221  234  246  243  259  5.618562 0.689872 SUCCESS 113
110110100  259  234  275  238  258  267  236  248  6.865851 0.551173 SUCCESS 114
110111000  254  255  246  273  256  212  251  262  9.148905 0.329891 SUCCESS 115
110111010  255  250  279  236  258  222  276  269 12.198667 0.142558 SUCCESS 116
110111100  227  234  269  248  291  285  261  247 17.327071 0.026878 SUCCESS 117
111000000  258  252  257  250  241  257  234  251  2.085244 0.978286 SUCCESS 118
111000010  207  198  227  255  246  263  250  248 21.897834 0.005109 FAILURE 119
111000100  265  239  238  248  242  236  254  268  4.525002 0.806927 SUCCESS 120
111000110  266  256  289  269  239  252  259  230 11.509665 0.174458 SUCCESS 121
111001000  255  238  256  210  267  280  225  265 15.903556 0.043782 SUCCESS 122
111001010  240  245  216  263  261  237  261  244  7.844339 0.448822 SUCCESS 123
111001100  251  252  245  259  225  286  259  241  9.079733 0.335614 SUCCESS 124
111010000  259  260  264  262  250  215  241  261  8.061164 0.427518 SUCCESS 125
111010010  254  260  250  247  261  227  266  231  5.758715 0.674239 SUCCESS 126
111010100  262  252  289  235  242  248  246  241  8.520800 0.384316 SUCCESS 127
111010110  297  254  262  264  276  286  248  258 19.071362 0.014483 SUCCESS 128
111011000  245  274  265  230  265  244  246  237  6.918473 0.545454 SUCCESS 129
111011010  251  246  266  232  236  253  255  234  4.477293 0.811701 SUCCESS 130
111011100  257  246  240  251  277  227  263  268  7.935103 0.439835 SUCCESS 131
111100000  258  275  273  249  253  234  214  230 13.155046 0.106625 SUCCESS 132
111100010  257  234  231  261  250  275  248  274  8.245535 0.409861 SUCCESS 133
111100100  259  238  252  226  258  268  222  268  9.518941 0.300425 SUCCESS 134
111100110  244  273  240  264  229  256  252  266  6.614634 0.578722 SUCCESS 135
111101000  275  231  256  255  244  220  250  265  9.134812 0.331051 SUCCESS 136
111101010  258  245  269  253  251  234  244  252  3.128638 0.926027 SUCCESS 137
111101100  283  252  266  221  257  246  245  242  9.699564 0.286749 SUCCESS 138
111101110  251  253  248  261  282  250  267  281  9.978966 0.266505 SUCCESS 139
111110000  236  250  250  249  217  228  227  247  9.536655 0.299063 SUCCESS 140
111110010  249  235  239  220  247  251  234  258  6.515984 0.589635 SUCCESS 141
111110100  234  244  255  264  238  208  243  231 11.702182 0.164995 SUCCESS 142
111110110  257  258  243  240  253  231  260  253  3.065156 0.930202 SUCCESS 143
111111000  227  236  245  251  234  242  217  245  9.026853 0.340036 SUCCESS 144
111111010  246  257  266  263  246  233  242  254  3.621115 0.889589 SUCCESS 145
111111100  216  241  213  240  246  240  238  262 12.853794 0.116980 SUCCESS 146
111111110  242  248  256  270  253  241  226  268  6.181762 0.626880 SUCCESS 147

		  NONPERIODIC TEMPLATES TEST
-------------------------------------------------------------------------------------
		  COMPUTATIONAL INFORMATION
-------------------------------------------------------------------------------------
	LAMBDA = 249.984375	M = 128000	N = 8	m = 9	n = 1024000
-------------------------------------------------------------------------------------
		F R E Q U E N C Y
Template   W_1  W_2  W_3  W_4  W_5  W_6  W_7  W_8    Chi^2   P_value Assignment Index
-------------------------------------------------------------------------------------
000000001  224  254  240  281  260  265  269  246 10.162303 0.253819 SUCCESS   0
000000011  247  240  255  263  281  256  246  258  5.715531 0.679062 SUCCESS   1
000000101  244  236  224  236  235  256  278  237  9.583459 0.295486 SUCCESS   2
000000111  248  246  254  266  286  263  254  268  8.687071 0.369378 SUCCESS   3
000001001  228  267  245  284  267  260  236  218 14.742117 0.064358 SUCCESS   4
000001011  240  232  239  239  268  240  260  243  5.121172 0.744550 SUCCESS   5
000001101  264  233  244  223  284  258  222  231 14.951313 0.060099 SUCCESS   6
000001111  251  254  255  250  269  252  262  229  4.107127 0.847331 SUCCESS   7
000010001  241  233  262  255  254  276  228  242  7.359232 0.498416 SUCCESS   8
000010011  242  270  225  241  241  235  249  229  7.926699 0.440663 SUCCESS   9
000010101  244  228  234  252  199  230  253  251 15.670699 0.047343 SUCCESS  10
000010111  267  219  243  230  287  244  220  249 16.564889 0.034973 SUCCESS  11
000011001  267  256  220  247  252  242  252  243  5.603434 0.691555 SUCCESS  12
000011011  268  224  258  262  278  243  244  222 11.836905 0.158630 SUCCESS  13
000011101  237  224  261  250  269  270  263  249  7.851580 0.448101 SUCCESS  14
000011111  248  259  272  207  255  258  267  221 15.045956 0.058258 SUCCESS  15
000100011  233  256  241  247  236  274  245  259  5.348469 0.719764 SUCCESS  16
000100101  256  264  248  276  223  272  253  274 11.220824 0.189498 SUCCESS  17
000100111  238  227  255  248  243  246  248  230  4.836469 0.774903 SUCCESS  18
000101001  242  253  242  245  248  247  256  238  1.465026 0.993274 SUCCESS  19
000101011  252  247  242  277  221  242  248  246  7.158570 0.519625 SUCCESS  20
000101101  225  250  246  254  238  236  253  252  4.172808 0.841205 SUCCESS  21
000101111  257  224  245  230  256  242  230  255  6.922222 0.545047 SUCCESS  22
000110011  273  258  225  222  223  232  248  267 13.845212 0.085890 SUCCESS  23
000110101  230  271  274  241  251  253  255  242  6.609592 0.579279 SUCCESS  24
000110111  257  226  246  233  264  243  243  257  5.262877 0.729145 SUCCESS  25
000111001  239  269  263  263  261  231  245  246  5.558699 0.696528 SUCCESS  26
000111011  256  248  246  247  263  258  270  270  4.550343 0.804376 SUCCESS  27
000111101  249  260  252  268  246  248  233  236  3.863281 0.869243 SUCCESS  28
000111111  255  260  271  222  242  271  243  233  9.072881 0.336185 SUCCESS  29
001000011  255  251  269  244  241  244  268  250  3.577543 0.893089 SUCCESS  30
001000101  273  251  250  269  235  259  235  255  5.990279 0.648321 SUCCESS  31
001000111  259  272  250  261  254  257  285  241  8.520800 0.384316 SUCCESS  32
001001011  251  255  253  268  240  267  268  274  6.828226 0.555274 SUCCESS  33
001001101  262  258  221  250  227  249  241  277  9.882255 0.273388 SUCCESS  34
001001111  259  248  237  261  255  268  255  248  3.119459 0.926639 SUCCESS  35
001010011  244  243  260  246  249  238  239  224  4.721657 0.786869 SUCCESS  36
001010101  245  251  225  240  228  247  252  241  5.489398 0.704214 SUCCESS  37
001010111  224  253  252  252  259  260  249  272  5.625414 0.689109 SUCCESS  38
001011011  255  234  258  236  222  246  237  273  8.431071 0.392533 SUCCESS  39
001011101  285  242  242  243  268  271  260  256  9.537042 0.299033 SUCCESS  40
001011111  268  250  265  256  243  241  223  236  6.782974 0.560219 SUCCESS  41
001100101  234  249  235  260  263  264  249  262  4.520089 0.807420 SUCCESS  42
001100111  274  275  237  248  259  239  248  235  7.469907 0.486882 SUCCESS  43
001101011  240  290  233  261  248  249  249  273 10.948921 0.204610 SUCCESS  44
001101101  283  238  267  253  262  266  239  245  8.600186 0.377137 SUCCESS  45
001101111  254  251  229  241  252  237  252  257  3.161608 0.923810 SUCCESS  46
001110101  218  243  254  260  266  251  242  221  9.721156 0.285145 SUCCESS  47
001110111  259  271  267  211  255  276  236  255 13.466901 0.096763 SUCCESS  48
001111011  254  265  282  242  260  273  244  253  8.296606 0.405046 SUCCESS  49
001111101  237  270  248  244  256  254  262  232  4.671491 0.792041 SUCCESS  50
001111111  264  286  258  241  250  260  243  248  7.412372 0.492863 SUCCESS  51
010000011  264  246  254  227  256  269  262  219  9.345947 0.313958 SUCCESS  52
010000111  270  251  260  282  246  262  270  240  9.050642 0.338042 SUCCESS  53
010001011  229  236  233  253  253  261  241  256  4.885471 0.769744 SUCCESS  54
010001111  268  253  228  248  242  261  259  244  4.646667 0.794587 SUCCESS  55
010010011  268  266  221  249  270  271  225  275 14.540420 0.068722 SUCCESS  56
010010111  265  245  231  250  260  262  268  255  4.986061 0.759065 SUCCESS  57
010011011  277  248  222  233  245  252  244  281 11.717309 0.164270 SUCCESS  58
010011111  265  256  253  245  248  267  253  252  2.491612 0.962121 SUCCESS  59
010100011  266  254  253  249  246  243  267  276  5.435224 0.710206 SUCCESS  60
010100111  253  247  259  245  273  262  238  229  5.718634 0.678715 SUCCESS  61
010101011  283  252  229  236  233  266  266  253 10.511265 0.230958 SUCCESS  62
010101111  241  235  269  259  263  252  224  289 12.904477 0.115179 SUCCESS  63
010110011  253  262  253  270  234  230  261  233  6.735135 0.565461 SUCCESS  64
010110111  249  251  267  251  213  237  254  256  7.783701 0.454879 SUCCESS  65
010111011  252  264  252  248  257  240  256  229  3.450319 0.903011 SUCCESS  66
010111111  251  251  285  239  240  245  238  248  6.706303 0.568626 SUCCESS  67
011000111  250  263  227  227  243  233  243  257  6.873091 0.550385 SUCCESS  68
011001111  259  271  246  266  254  223  231  249  7.865026 0.446765 SUCCESS  69
